sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
452,0.0015586801,-0.0022310615,0.0131722875,-0.0028914735,-0.0007193256,-0.0034094919,0.0034356415,-0.007065732,MGS1
466,0.0015951805,-0.008902289,0.013510231,0.007819228,0.0076760575,0.0019644294,-0.007905722,0.0059785433,MGS1
468,0.0021705069,-0.012282714,0.00015642866,0.015002809,0.0044734124,-0.0037510302,0.020691283,0.014546111,MGS1
480,-0.014856409,0.010676034,0.007692607,-0.0051776543,0.011884058,0.0044458415,-0.0063532293,-0.007798247,MGS1
490,-0.0024227984,-0.0002822578,0.0014713518,0.0027055033,-0.007872468,-0.0069897976,0.0077465847,0.01434176,MGS1
491,-0.00038199127,-0.0050196424,-0.002435837,-0.0031958595,-0.013979165,0.0064694826,-0.0015444234,-0.008360323,MGS1
495,-0.008705538,0.0109206885,-0.0035329126,0.00022996217,0.006301919,0.0009617489,0.00976406,0.0040428154,MGS1
499,0.006142009,-0.013484046,-0.0078012235,0.010984831,-0.006353165,-0.002293719,0.0072489604,0.0036106892,MGS1
501,-0.02375945,0.013111651,0.012093108,-0.011112504,-0.00078873895,0.00021398999,-0.010610953,-0.014129851,MGS1
503,-0.014843773,-0.018260747,-0.0023012906,0.0143195465,-0.012398867,-0.0062701833,0.0032173097,0.008625012,MGS1
506,-0.010625284,-0.0005864799,0.0040833615,-0.0010833517,-0.021213127,-0.011609426,0.0047212467,-0.011241421,MGS1
517,-0.016768303,0.0036678165,8.000061e-05,0.0019856617,0.0053155962,-0.01126696,-0.0045936257,-0.0034166165,MGS1
518,-0.0048457645,-2.835691e-05,0.009089295,0.0051322356,-0.006482793,0.0042539407,-0.008665532,-0.0102848895,MGS1
526,0.013146076,0.005632177,-0.005668778,0.01734563,0.0016243886,0.009625666,-0.008302771,0.006865967,MGS1
11,0.00092561916,-0.0041657537,-0.0045867823,0.0034019575,-0.005787057,-0.0064001847,-0.0024345815,-0.009600673,MGS4
33,0.0049343444,-0.0012174398,0.0015540086,0.007980712,0.0042681415,-0.0067386087,0.0035046488,0.007342022,MGS4
46,0.0069568306,-0.0039410964,0.0044637136,-0.005393192,-0.008970844,-0.0041805636,0.00044640154,0.0027181543,MGS4
47,-0.014739376,-0.006062746,0.009921934,0.0031362213,-0.0063293856,0.007262716,0.0014560223,-0.009234358,MGS4
60,0.0011706986,0.00013715029,-0.00028692558,-0.0053793043,-0.0022149142,-0.0014187377,-0.0013579726,0.003025066,MGS4
73,0.0026100762,0.0025726855,0.015501063,-0.008388646,-0.0099565815,-0.0057111736,-0.0035508424,-0.010682393,MGS4
94,-0.011999276,-0.008850366,-0.011667866,0.007044889,-0.008801943,-0.010568192,0.0018137693,-0.019467521,MGS4
95,0.008237887,-0.0003362,0.010242935,0.004624404,0.0037562344,0.0051810984,0.0050239414,0.004852306,MGS4
