sample_id,z0,z1,z2,z3,z4,z5,z6,z7,mgs_level
253,-0.010135388,0.00022823736,0.043518733,-0.03563768,-0.0105194785,-0.014235893,-0.014406244,-0.011084398,MGS4
270,-0.007820053,0.02567232,-0.01569276,-0.0075690784,0.014581844,0.0070876908,-0.014231469,0.01609317,MGS4
272,-0.015139936,0.0031037293,0.00090505555,-0.0035223067,0.0076195714,0.00909807,-0.0020873088,-0.0014285445,MGS4
280,-0.025497979,0.035116646,-0.037001546,-0.029168148,0.005045612,-0.0029682014,-0.0054135574,-0.003414439,MGS4
284,0.034419894,-0.011907037,0.008014377,0.032717805,0.0053520245,0.0086199995,0.0057647573,-0.007909557,MGS4
294,0.0784257,-0.115337774,0.096730664,0.07710366,-0.021157242,0.0008202847,0.051070873,-0.013315471,MGS4
300,0.01865215,-0.046456885,-0.024834972,0.03347759,0.004203906,-0.010618595,-0.049632777,-0.005754877,MGS4
302,0.0075659435,0.0015666187,0.002289988,0.004131536,-0.0056350916,0.0066015534,0.0034453396,0.016498802,MGS4
334,0.009832794,-0.028809424,0.03068925,-0.0047288425,-0.0011493056,-0.008543143,-0.0149979135,-0.0144901,MGS4
364,0.01143981,-0.023085956,0.015960488,0.015503418,-0.00093682064,0.003117269,0.0019560505,0.0057700705,MGS4
383,-0.010916507,0.0045334883,0.020866029,0.010510433,-0.018603569,-0.003824884,0.00068637286,-0.010636378,MGS4
388,-0.0049075093,0.019342814,-0.027043216,0.0068794005,-0.002915151,0.00113911,-0.012169006,-0.019975474,MGS4
397,0.009816254,-0.006089013,-0.0049412735,-0.008602198,-0.007458026,0.014442656,0.017240265,-0.0044496376,MGS4
403,0.012036072,-0.03157017,0.035082076,-0.002438996,0.014025891,0.013568124,-0.0015158306,0.00078125484,MGS4
411,0.03060233,-0.06257765,0.05211879,0.06039272,-0.024283074,0.012560731,0.0061746435,-0.0072906706,MGS4
