"gene","frequency"
"RPAP1",1
"RPF1",1
"RPL13A",1
"RPL15",1
"RPL21",1
"RPL23",1
"RPL27",1
"RPL28",1
"RPL30",1
"RPL31",1
"RPL34",1
"RPL4",1
"RPL7",1
"RPRD2",1
"RPS16",1
"RPS28",1
"RPS3",1
"RPS6",1
"RPS6KB1",1
"RPS6KB2",1
"RPS6KL1",1
"RSRC1",1
"RTCB",1
"RTFDC1",1
"RUFY1",1
"RUNDC3A",1
"RWDD1",1
"RYR2",1
"SAE1",1
"SARAF",1
"SARNP",1
"SART3",1
"SBF1",1
"SCAF11",1
"SCAMP1",1
"SCAMP3",1
"SCAMP4",1
"SCNM1",1
"SCP2",1
"SCRN1",1
"SCYL1",1
"SCYL2",1
"SCYL3",1
"SDHB",1
"SDR39U1",1
"SEC11A",1
"SEC16A",1
"SEC24B",1
"SEC61A1",1
"SECISBP2",1
"SELT",1
"SENP2",1
"SEPN1",1
"SEPT11",1
"SF3B2",1
"SFI1",1
"SGPL1",1
"SGSH",1
"SGSM2",1
"SH3GLB1",1
"SHANK2",1
"SHARPIN",1
"SHFM1",1
"SHOC2",1
"SIN3A",1
"SIRT1",1
"SIRT3",1
"SKA2",1
"SLAIN2",1
"SLC25A12",1
"SLC25A23",1
"SLC25A44",1
"SLC35A3",1
"SLC35A4",1
"SLC35E1",1
"SLC35F6",1
"SLC39A10",1
"SLC39A6",1
"SLC39A7",1
"SLC41A1",1
"SLC7A6OS",1
"SLK",1
"SLMAP",1
"SMAD5",1
"SMARCC1",1
"SMC5",1
"SMG6",1
"SMIM12",1
"SMIM14",1
"SMIM7",1
"SMPD4",1
"SMS",1
"SMYD5",1
"SNRK",1
"SNRPC",1
"SNU13",1
"SNX1",1
"SNX12",1
"SNX2",1
"SOCS5",1
"SOD1",1
"SP4",1
"SPAG9",1
"SPAST",1
"SPATA6",1
"SPEN",1
"SPG11",1
"SPG7",1
"SPOP",1
"SPPL2B",1
"SPSB3",1
"SRP14",1
"SRP72",1
"SRP9",1
"SRRT",1
"SRSF11",1
"SRSF4",1
"SSBP2",1
"SSBP3",1
"SSR1",1
"SSR2",1
"SSR3",1
"STAG1",1
"STAMBP",1
"STAT5B",1
"STAU1",1
"STIM1",1
